genre,id,title,rating,production_countries,budget,revenue,imdb_ids,Plot
Horror,614696,#Alive,7.2,['KR'],6300000,13416285,tt10620868,"The rapid spread of an unknown infection has left an entire city in ungovernable chaos, but one survivor remains alive in isolation. It is his story."
Horror,6537,The Orphanage,7.2,['ES'],3400000,78638987,tt0464141,"A woman brings her family back to her childhood home, which used to be an orphanage for handicapped children. Before long, her son starts to communicate with an invisible new friend."
Horror,170,28 Days Later,7.229,['GB'],8000000,84661434,tt0289043,"Four weeks after a mysterious, incurable virus spreads throughout the United Kingdom, a handful of survivors try to find sanctuary."
Horror,951491,Saw X,7.217,['US'],13000000,125319714,tt21807222,A sick and desperate John travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer only to discover the entire operation is a scam to defraud the most vulnerable.
Horror,945961,Alien: Romulus,7.2,['US'],80000000,350865342,tt18412256,"While scavenging the deep ends of a derelict space station, a group of young space colonists come face to face with the most terrifying life form in the universe."
Horror,8329,[REC],7.213,['ES'],1500000,32511655,tt1038988,A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.
Horror,2654,In the Mouth of Madness,7.212,['US'],8000000,8946600,tt0113409,An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.
Horror,75624,Naruto Shippuden the Movie: Blood Prison,7.203,['JP'],0,9065101,tt1999167,Naruto Uzumaki is framed and sent to an inescapable prison where he must escape by any means necessary.
Horror,11850,Invasion of the Body Snatchers,7.2,['US'],3500000,24946533,tt0077745,"When strange seeds drift to earth from space, mysterious pods begin to grow and invade San Francisco, replicating the city's residents one body at a time."
Horror,59421,Bedevilled,7.2,['KR'],700000,0,tt1646959,"A woman subject to mental, physical and sexual abuse on a remote island seeks a way out."
Horror,591274,Fear Street: 1978,7.187,['US'],0,0,tt9701940,"Shadyside, 1978. School's out for summer and the activities at Camp Nightwing are about to begin. But when another Shadysider is possessed with the urge to kill, the fun in the sun becomes a gruesome fight for survival."
Horror,11773,Village of the Damned,7.2,"['GB', 'US']",200000,2175000,tt0054443,"In the English village of Midwich, the blonde-haired, glowing-eyed children of uncertain paternity prove to have frightening powers."
Horror,13885,Sweeney Todd: The Demon Barber of Fleet Street,7.185,"['GB', 'US']",50000000,152000000,tt0408236,"The legendary tale of a barber who returns from wrongful imprisonment to 1840s London, bent on revenge for the rape and death of his wife, and resumes his trade while forming a sinister partnership with his fellow tenant, Mrs. Lov..."
Horror,315011,Shin Godzilla,7.184,['JP'],15000000,78053145,tt4262980,Japan is plunged into chaos upon the appearance of a giant monster.
Horror,28043,Black Sabbath,7.2,"['FR', 'IT']",0,0,tt0057603,"Boris Karloff hosts a trio of horror stories about a stalked call girl, a vampire-like monster who preys on his family, and a nurse who is haunted by her ring's rightful owner."
Horror,2668,Sleepy Hollow,7.183,"['DE', 'US']",100000000,206071526,tt0162661,Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people; the culprit is legendary apparition The Headless Horseman.
Horror,20345,The Bird with the Crystal Plumage,7.2,"['DE', 'IT']",500000,0,tt0065143,"An American writer vacationing in Rome attempts to unmask a serial killer he witnessed in the act of an attempted murder, and who is now hunting him and his girlfriend."
Horror,421467,The Return of Godzilla,7.2,['JP'],6000000,11000000,tt9015178,"The Japanese government suppresses news of Godzilla's resurrection as political tensions increase between the US and USSR, both of whom willing to bomb Japan to stop the monster."
Horror,10925,The Return of the Living Dead,7.2,"['GB', 'US']",4000000,14241310,tt0089907,"When two bumbling employees at a medical supply warehouse accidentally release a deadly gas into the air, the vapors cause the dead to rise again as zombies."
Horror,593643,The Menu,7.2,['US'],35000000,79628200,tt9764362,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises."
Horror,938614,Late Night with the Devil,7.2,"['AU', 'AE', 'US']",2000000,15469415,tt14966898,"A live television broadcast in 1977 goes horribly wrong, unleashing evil into the nation's living rooms."
Horror,1008042,Talk to Me,7.159,"['AU', 'GB']",4500000,92000000,tt10638522,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces."
Horror,373226,Belzebuth,7.158,['MX'],3600000,0,tt3662308,"After a personal tragedy, a police detective investigates a school massacre committed by a student - and another massacre. Are the 3 tragedies linked to demon possession?"
Horror,530385,Midsommar,7.2,"['SE', 'US']",9000000,48015416,tt8772262,A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.
Horror,138,Dracula,7.2,['US'],355000,700000,tt0021814,"Transylvanian vampire Count Dracula bends a naive real estate agent to his will, then takes up residence at a London estate where he sleeps in his coffin by day and searches for potential victims by night."
Horror,609,Poltergeist,7.1,['US'],10700000,122200000,tt0084516,"A family's home becomes the center of paranormal activity that opens a doorway to the ""other side."" With help, they must cross over to get their daughter back."
Horror,501170,Doctor Sleep,7.144,['US'],45000000,72381712,tt5606664,"Years following the events of The Shining (1980), a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal."
Horror,635,Angel Heart,7.133,"['CA', 'GB', 'US']",17000000,17185954,tt0092563,"In 1955 New Orleans, small-time private investigator Harry Angel is hired by a man who calls himself Louis Cypher to track down a singer named Johnny Favorite, but the investigation takes an unexpected and somber turn."
Horror,241863,As the Gods Will,7.129,['JP'],0,0,tt3354222,"A group of high school students are forced to play a game of death without knowing who, why or how."
Horror,933260,The Substance,7.132,"['FR', 'GB', 'US']",17500000,76506196,tt17526714,"A fading celebrity takes a black-market drug: a cell-replicating substance that temporarily creates a younger, better version of herself."
Horror,398173,The House That Jack Built,7.1,"['DK', 'FR', 'DE', 'SE']",9800000,5566776,tt4003440,"In five episodes, failed architect and vicious sociopath Jack recounts his elaborately orchestrated murders -- each, as he views them, a towering work of art that defines his life's work as a serial killer in the Pacific Northwest."
Horror,927,Gremlins,7.125,['US'],11000000,153083102,tt0087363,A young man inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.
Horror,9540,Dead Ringers,7.1,['CA'],13000000,8038508,tt0094964,"Twin gynecologists take full advantage of the fact that nobody can tell them apart, until their relationship begins to deteriorate over a woman."
Horror,11075,Audition,7.1,['JP'],250000,359853,tt0235198,"A widower takes an offer to screen girls at a special audition, arranged for him by a friend to find him a new wife. The one he fancies is not who she appears to be after all."
Horror,19236,Santa Sangre,7.1,"['IT', 'MX']",787000,0,tt0098253,"A former circus artist escapes from a mental hospital to rejoin his armless mother - the leader of a strange religious cult - and is forced to enact brutal murders in her name as he becomes ""her arms""."
Horror,591275,Fear Street: 1666,7.112,['US'],0,0,tt9701942,"In 1666, a colonial town is gripped by a witch hunt that has deadly consequences for centuries to come, while teenagers in 1994 try to put an end to their town's curse before it is too late."
Horror,570670,The Invisible Man,7.1,"['AU', 'US']",7000000,144492724,tt1051906,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see."
Horror,561,Constantine,7.1,"['DE', 'US']",100000000,230900000,tt0360486,"Detective Angela approaches Constantine, a demon hunter, to help her investigate her twin sister's mysterious death. As he digs deeper, he realizes that demons are trying to enter the human world."
Horror,22536,Thirst,7.1,['KR'],5000000,13085023,tt0762073,"Through a failed medical experiment, a priest is stricken with vampirism and is forced to abandon his ascetic ways."
Horror,836225,The Exorcism of God,7.1,"['MX', 'US', 'VE']",1500000,0,tt10362566,"An American priest working in Mexico is possessed during an exorcism and ends up committing a terrible act. Eighteen years later, the consequences of his sin come back to haunt him, unleashing the greatest battle within."
Horror,18912,Angst,7.1,['AT'],472000,0,tt0165623,A troubled man gets released from prison and starts taking out his sadistic fantasies on an unsuspecting family living in a secluded house.
Horror,573,Frenzy,7.097,['GB'],2000000,12600000,tt0068611,"A serial murderer is strangling women with a necktie. The London police have a suspect, but he is the wrong man."
Horror,1138194,Heretic,7.1,['US'],10000000,51913394,tt28015403,Two young religious women are drawn into a game of cat-and-mouse in the house of a strange man.
Horror,4552,A Tale of Two Sisters,7.1,['KR'],15100000,1100000,tt0365376,"After being institutionalized in a mental hospital, Su-mi reunites with her sister, Su-yeon, and they return to live at their country home. But strange events plague the house, leading to surprising revelations and a shocking conc..."
Horror,964,The Phantom of the Opera,7.1,['US'],0,2000000,tt0016220,"A mad, disfigured composer seeks love with a lovely young opera singer."
Horror,1547,The Lost Boys,7.1,['US'],8500000,32222567,tt0093437,"When a recently divorced mother and her two teenage boys move to a coastal town to stay with her father, it doesn't take long for the brothers to realize the area is a haven for something much more sinister than party-going surfers."
Horror,11772,The Haunting,7.077,['GB'],0,0,tt0057129,"Hill House has stood for about 90 years and appears haunted: its inhabitants have always met strange, tragic ends. Now Dr. John Markway has assembled a team of people who he thinks will prove whether or not the house is haunted."
Horror,2671,Ring,7.1,['JP'],1200000,19400000,tt0178868,"When her niece is found dead along with three friends after viewing a supposedly cursed videotape, reporter Reiko sets out to investigate. She finds the tape, watches it and receives a phone call informing her that she'll die in a..."
Horror,77495,Sleep Tight,7.068,['ES'],5000000,8791590,tt1437358,"César is the superintendent of an apartment building and keeps very close tabs on the tenants. He secretly enjoys inflicting pain on others, and the occupant of apartment 5B will be his new target."
Horror,3073,Bud Abbott and Lou Costello Meet Frankenstein,7.1,['US'],800000,4812444,tt0040068,The Wolf Man tries to warn a dimwitted porter that Dracula wants his brain for Frankenstein monster's body.
Horror,507076,Climax,7.1,"['BE', 'FR', 'US']",2900000,1700000,tt8359848,"French dancers gather in a remote, empty school building to rehearse on a wintry night. The all-night celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with LSD."
Horror,791177,Bones and All,7.062,"['IT', 'US']",16000000,15234907,tt10168670,A young woman embarks on a 1000 mile odyssey through America where she meets a disenfranchised drifter. But all roads lead back to their terrifying pasts and to a final stand that will determine whether love can survive their othe...
Horror,461955,Rakka,7.059,['CA'],0,0,tt6990734,A tale of a dystopian future where an unknown alien group have colonised the earth and humans struggle to fight back.
Horror,393519,Raw,7.1,"['BE', 'FR', 'US']",3500000,4100000,tt4954522,"A young woman, studying to be a vet, develops a craving for human flesh."
Horror,924,Dawn of the Dead,7.1,"['CA', 'FR', 'JP', 'US']",26000000,102278712,tt0363547,"A nurse, a policeman, a young married couple, a salesman and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall."
Horror,536554,M3GAN,7.053,['US'],12000000,181796517,tt8760708,"When robotics engineer Gemma becomes the guardian of her orphaned niece, Cady, she thinks her new invention, a robotic AI, will be a good companion. However, M3GAN begins to behave in unexpected and shocking ways."
Horror,1694,Re-Animator,7.1,['US'],900000,2023414,tt0089885,"After an odd new medical student arrives on campus, a dedicated local and his girlfriend become involved in bizarre experiments centering around the re-animation of dead tissue."
Horror,8408,Day of the Dead,7.0,['US'],3500000,34000000,tt0088993,"As the world is overrun by zombies, a group of scientists and military personnel sheltering in an underground bunker in Florida must decide on how they should deal with the undead horde."
Horror,917496,Beetlejuice Beetlejuice,7.049,['US'],100000000,451100435,tt2049403,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Beetlejuice, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Af..."
Horror,482373,Don't Breathe 2,7.0,['US'],15000000,53785551,tt6246322,"A blind war veteran trains his adopted daughter to face any danger, but they are ambushed when a vengeful stranger emerges from the past."
Horror,64720,Take Shelter,7.041,['US'],5000000,3741098,tt1675192,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself."
Horror,567609,Ready or Not,7.039,['US'],6000000,57600000,tt7798634,A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.
Horror,1084199,Companion,7.0,['US'],10000000,36469813,tt26584495,A billionaire's death sets off a chain of events for Iris and her friends during a weekend trip to his lakeside estate.
Horror,11797,Fright Night,7.031,['US'],9000000,24922237,tt0089175,"""Fright Night"" sees a teenager believing that the newcomer in his neighborhood is a vampire. He turns to an actor in a television hosted horror movie show for help to deal with the undead."
Horror,755,From Dusk Till Dawn,7.029,['US'],19000000,25800000,tt0116367,"Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results."
Horror,9533,Red Dragon,7.028,"['DE', 'IT', 'US']",78000000,209196298,tt0289765,"A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter."
Horror,926899,The House,7.0,"['GB', 'US']",0,0,tt11703050,"Across different eras, a poor family, an anxious developer and a fed-up landlady become tied to the same mysterious house in this animated dark comedy."
Horror,11336,The Dead Zone,7.0,['US'],10000000,20766616,tt0085407,A man awakens from a coma to discover he has a psychic ability to foresee future events.
Horror,9696,Ichi the Killer,7.0,['JP'],1400010,80631,tt0296042,"As sadomasochistic yakuza enforcer Kakihara searches for his missing boss he comes across Ichi, a repressed and psychotic killer who may be able to inflict levels of pain that Kakihara has only dreamed of achieving."
Horror,300669,Don't Breathe,7.014,['US'],9900000,158906350,tt4160708,"Three delinquents break into the house of a war veteran who is blind to steal his money. However, they discover that the man is not as defenseless as he seems."
Horror,745881,The Medium,7.0,"['KR', 'TH']",0,7230000,tt13446168,A horrifying story of a shaman's inheritance in the Isan region of Thailand. What could be possessing a family member might not be the Goddess they make it out to be.
Horror,246355,Saw,7.008,['AU'],5000,0,tt0495241,"David, an orderly at a hospital, tells his horrific story of being kidnapped and forced to play a vile game of survival."
Horror,1730,Inland Empire,7.0,"['US', 'PL', 'FR']",15000000,4304157,tt0460829,"As an actress begins to adopt the persona of her character in a film, her world becomes nightmarish and surreal."
Horror,934433,Scream VI,7.004,['US'],35000000,168961389,tt17663992,The survivors of the Ghostface killings leave Woodsboro behind and start a fresh chapter in New York City.
Horror,11815,The Fly,7.002,['US'],700000,3000000,tt0051622,A scientist has a horrific accident when he tries to use his newly invented teleportation device.
Horror,11454,Manhunter,7.0,['US'],150000000,8620929,tt0091474,"Former FBI profiler Will Graham returns to service to pursue a deranged serial killer dubbed ""the Tooth Fairy"" by the media."
Horror,524251,I See You,7.0,['US'],3000000,0,tt6079516,"A policeman and his doctor wife have some marriage problems and the son blames the mother. For his job, the policeman investigates a case of a missing boy. The possible kidnapping looks like some cases from a few years ago."
Horror,13550,The Changeling,6.999,['CA'],7600000,12000000,tt0080516,"After experiencing tragic personal losses, a music professor rents a Seattle mansion, haunted by a slain boy."
Horror,23202,Trick 'r Treat,6.997,['US'],12000000,27909,tt0862856,"Five Halloween stories: A principal has a secret life, a virgin is looking for her first time, a group of kids pull a prank, a woman who loathes Halloween does not respect the rules and a mean old man meets a demonic trick-or-trea..."
Music,1022256,Selena Gomez: My Mind & Me,8.688,['US'],0,0,tt21819250,"After years in the limelight, Selena Gomez achieves unimaginable stardom. But just as she reaches a new peak, an unexpected turn pulls her into darkness."
Music,553512,Burn the Stage: The Movie,8.403,['KR'],0,0,tt9151704,"A documentary following the worldwide famous music group BTS, as they tour the world and share their experience along with their beloved band friends and fans."
Music,611291,Bring the Soul: The Movie,8.385,['KR'],0,12150259,tt10545076,Korean pop group BTS set out on a world tour.
Music,244786,Whiplash,8.4,['US'],3300000,50307484,tt2582802,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.
Music,396194,Ennio,8.333,"['BE', 'CN', 'DE', 'IT', 'JP', 'NL']",0,4332386,tt3031654,A documentary on the legendary film composer Ennio Morricone.
Music,654754,Billie Eilish: The World's a Little Blurry,8.3,['US'],0,0,tt11459366,"An intimate look at the singer-songwriter's journey, navigating life on the road, on stage, in the streets and at home, while creating her debut album."
Music,632632,Given,8.3,['JP'],0,0,tt11802992,"The film centers on the love relationship among the Given music band's bassist Haruki Nakayama, drummer Akihiko Kaji, and Akihiko's roommate and ex-boyfriend Ugetsu Murata."
Music,568332,Taylor Swift: Reputation Stadium Tour,8.3,['US'],0,0,tt9426852,Taylor Swift takes the stage and proves she doesn't care about her bad reputation.
Music,568300,BTS World Tour: Love Yourself in Seoul,8.3,['KR'],0,10195760,tt9448868,"A concert film by South Korean group BTS. The movie takes place during the August 25 and 26, 2018 shows of their Love Yourself Tour at Seoul Olympic Stadium."
Music,164558,One Direction: This Is Us,8.266,"['GB', 'US']",10000000,68500000,tt2515086,"A look at Niall, Zayn, Liam, Louis, and Harry's meteoric rise to fame, from their humble hometown beginnings and competing on the X-Factor, to conquering the world and performing at London's famed O2 Arena."
Music,10376,The Legend of 1900,8.3,['IT'],9000000,21057208,tt0120731,"A baby boy discovered on an ocean liner in 1900 grows into a musical prodigy, never setting foot on land."
Music,740996,BLACKPINK: Light Up the Sky,8.253,['US'],0,0,tt13058290,Chart the meteoric rise of the South Korean girl group BLACKPINK in director Caroline Suh's documentary.
Music,630566,Clouds,8.2,['US'],0,0,tt6473066,"Based on real events, a young musician discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon."
Music,1160164,TAYLOR SWIFT | THE ERAS TOUR,8.2,['US'],15000000,261656269,tt28814949,"Experience the Eras Tour concert, performed by the one and only Taylor Swift."
Music,654299,Out of the Clear Blue Sky,8.232,"['MX', 'US']",0,0,tt10946934,Mexican legend Pedro Infante receives another opportunity on earth to redeem himself for his forays with women and earn heaven in the body of an imitator.
Music,354912,Coco,8.205,['US'],175000000,807816196,tt2380307,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer."
Music,92060,Michael Jackson's Thriller,8.2,['US'],1100000,0,tt0088263,"A night at the movies turns into a nightmare when Michael and his date are attacked by a hoard of bloodthirsty zombies - only a ""Thriller"" can save them now."
Music,537061,Steven Universe: The Movie,8.152,['US'],0,0,tt10515852,"Steven thinks his time defending the Earth is over, but when a new threat comes to Beach City, Steven faces his biggest challenge yet."
Music,593691,HOMECOMING: A film by Beyonc??,8.1,['US'],0,0,tt10147546,"This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement."
Music,555604,Guillermo del Toro's Pinocchio,8.067,['US'],35000000,0,tt1488589,"A father's wish magically brings a wooden boy to life in Italy, giving him a chance to care for the child."
Music,400608,Bo Burnham: Make Happy,8.044,['US'],0,0,tt5192124,"Bo Burnham tackles life, death, sexuality, hypocrisy, mental illness and Pringles cans in his dazzling new stand-up special."
Music,279,Amadeus,8.0,['US'],18000000,90007557,tt0086879,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him."
Music,774372,"ariana grande: excuse me, i love you",8.017,['US'],0,0,tt13615386,Ariana Grande takes the stage in London for her Sweetener World Tour and shares a behind-the-scenes look at her life in rehearsal and on the road.
Music,479626,Avicii: True Stories,8.0,"['SE', 'US']",0,0,tt7357302,"Focuses on the incredible rise, fall and rebirth of one of the worlds most successful electronic music artists of all time, Avicii."
Music,424694,Bohemian Rhapsody,7.979,"['GB', 'US']",52000000,918355943,tt1727824,"With his impeccable vocal abilities, Freddie Mercury and his rock band, Queen, achieve superstardom. However, amidst his skyrocketing success, he grapples with his ego, sexuality and a fatal illness."
Music,12104,Pink Floyd: The Wall,7.959,"['GB', 'US']",12000000,22244207,tt0084503,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.
Music,776503,CODA,7.93,"['FR', 'US']",10000000,1905058,tt10366460,"When the family's fishing business is threatened, Ruby finds herself torn between pursuing her musical passion and her fear of abandoning her deaf parents."
Music,28971,Limelight,7.9,['US'],900000,1000000,tt0044837,A fading comedian and a suicidally despondent ballet dancer must look to each other to find purpose and hope in their lives.
Music,920394,My Father's Violin,7.9,['TR'],0,0,tt14369276,"Through their shared grief and connection to music, an orphaned girl bonds with her emotionally aloof, successful violinist uncle."
Music,313369,La La Land,7.899,['US'],30000000,509183536,tt3783958,"When Sebastian, a pianist, and Mia, an actress, follow their passion and achieve success in their respective fields, they find themselves torn between their love for each other and their careers."
Music,653567,Miss Americana,7.9,['US'],0,0,tt11388580,A look at iconic pop artist Taylor Swift during a transformational time in her life as she embraces her role as a singer/songwriter and harnesses the full power of her voice.
Music,84334,Searching for Sugar Man,7.879,"['FI', 'ZA', 'SE', 'GB', 'US']",1000000,3696196,tt2125608,"Two South Africans set out to discover what happened to their unlikely musical hero, the mysterious 1970s rock n roller, Rodriguez."
Music,369557,Sing Street,7.9,"['IE', 'GB', 'US']",4000000,13624522,tt3544112,"A young lad notices a beautiful girl who begins to occupy his thoughts. While struggling with poverty, personal relationships and life's woes, he starts a band, hoping to catch her attention."
Music,438695,Sing 2,7.852,['US'],85000000,408402685,tt6467266,Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.
Music,11049,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,7.8,"['FR', 'JP']",4000000,6664789,tt0368667,Four talented alien musicians are kidnapped by a record producer who disguises them as humans and has them reprogrammed to forget their real identities and play soulless corporate pop as The Crescendolls.
Music,367412,Whiplash,7.8,['US'],0,0,tt2654430,"A ferocious, bullying music teacher teaches a dedicated student."
Music,277216,Straight Outta Compton,7.785,"['GB', 'US']",28000000,201634991,tt1398426,The rap group NWA emerges from the mean streets of Compton in the mid-1980s and revolutionizes hip-hop culture with their music and tales about life in the hood.
Music,525,The Blues Brothers,7.73,['US'],27000000,115229890,tt0080455,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&amp;B band and save the Catholic home where the two were raised, outrunning the police as they tear through ..."
Music,15121,The Sound of Music,7.728,['US'],8200000,286214286,tt0059742,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.
Music,16052,Selena,7.724,['US'],20000000,60000000,tt0120094,"The true story of Selena, a Texas-born Tejana singer who rose from cult status to performing at the Astrodome, as well as having chart-topping albums on the Latin music charts."
Music,502033,Sound of Metal,7.7,['US'],0,516520,tt5363618,"During a series of adrenaline-fueled gigs, itinerant punk-metal drummer Ruben begins to experience hearing loss. When a specialist tells him his condition will rapidly worsen, he thinks his music career - and with it his life - is..."
Music,776305,Belle,7.7,['JP'],0,63501160,tt13651628,"Suzu is a shy high school student living in a rural village. For years, she has only been a shadow of herself. But when she enters ""U"", a massive virtual world, she escapes into her online persona as Belle, a globally-beloved singer."
Music,319075,Cobain: Montage of Heck,7.674,['US'],0,0,tt4229236,"An authorized documentary on the late musician Kurt Cobain, from his early days in Aberdeen, Washington to his success and downfall with the grunge band Nirvana."
Music,1027014,Entergalactic,7.6,"['CA', 'GB', 'US']",0,0,tt10687116,"Jabari, a charming, streetwear-clad artist on the cusp of real success. After a chance run-in with his cool new photographer neighbor, Meadow, Jabari has to figure out whether he can make space for love in his life."
Music,537116,"tick, tick... BOOM!",7.63,['US'],0,0,tt8721424,"On the brink of turning 30, a promising theater composer navigates love, friendship and the pressure to create something great before time runs out."
Music,364111,The Anthem of the Heart,7.613,['JP'],0,8852989,tt4489416,"A young girl had her voice magically taken away so that she would never hurt people with it, but her outlook changes when she encounters music and friendship."
Music,331781,Amy,7.6,['GB'],0,23706386,tt2870648,Archival footage and personal testimonials present an intimate portrait of the life and career of British singer/songwriter Amy Winehouse.
Music,585244,I Still Believe,7.598,['US'],12000000,16069730,tt9779516,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that proves that there is always hope.
Music,71,Billy Elliot,7.594,"['FR', 'GB']",5000000,109280263,tt0249462,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.
Music,707886,Feel the Beat,7.6,"['CA', 'US']",0,0,tt10714856,"After failing to find success on Broadway, April returns to her hometown and reluctantly is recruited to train a misfit group of young dancers for a big competition."
Music,824,Moulin Rouge!,7.549,"['AU', 'US']",52500000,179213434,tt0203009,A poor Bohemian poet in 1890s Paris falls for a beautiful courtesan and nightclub star coveted by a jealous duke.
Music,612706,Work It,7.533,['US'],0,0,tt10276470,"When Quinn Ackerman's admission to the college of her dreams depends on her performance at a dance competition, she forms a ragtag group of dancers to take on the best squad in school. Now she just needs to learn how to dance."
Music,391698,The Beatles: Eight Days a Week - The Touring Years,7.531,"['GB', 'US']",5,12283800,tt2531318,"A compilation of found footage featuring music, interviews, and stories of The Beatles' 250 concerts from 1963 to 1966."
Music,614934,Elvis,7.505,"['AU', 'US']",85000000,288670284,tt3704428,"The life of American music icon Elvis Presley, from his childhood to becoming a rock and movie star in the 1950s while maintaining a complex relationship with his manager, Colonel Tom Parker."
Music,11113,My Fair Lady,7.5,['US'],17000000,72661442,tt0058385,"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make a crude flower girl, Eliza Doolittle, presentable in high society."
Music,69,Walk the Line,7.5,"['DE', 'US']",28000000,186800000,tt0358273,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins."
Music,786,Almost Famous,7.5,['US'],60000000,47386287,tt0181875,A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.
Music,332562,A Star Is Born,7.498,['US'],36000000,436388866,tt1517451,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.
Music,470878,I Can Only Imagine,7.5,['US'],7000000,86026201,tt6450186,"The inspiring and unknown true story behind MercyMe's beloved, chart topping song that brings ultimate hope to so many is a gripping reminder of the power of true forgiveness."
Music,11779,Buena Vista Social Club,7.5,"['CU', 'FR', 'DE', 'GB', 'US']",0,0,tt0186508,"Aging Cuban musicians whose talents had been virtually forgotten following Castro's takeover of Cuba, are brought out of retirement by Ry Cooder, who travelled to Havana in order to bring the musicians together, resulting in trium..."
Music,27327,Phantom of the Paradise,7.5,['US'],1300000,250000,tt0071994,"A disfigured composer sells his soul for the woman he loves so that she will perform his music. However, an evil record tycoon betrays him and steals his music to open his rock palace, The Paradise."
Music,327331,The Dirt,7.5,['US'],0,0,tt0800325,"Based on the bestselling autobiography from Mötley Crüe, the film is an unflinching tale of success and excess as four misfits rise from the streets of Hollywood to the heights of international fame."
Music,502897,Leto,7.4,"['FR', 'RU']",150000,0,tt7342838,"A love triangle emerges around a rock and roll musician, his protege and his wife in 1980s Russia."
Music,440298,Cold War,7.445,"['PL', 'GB', 'FR', 'BE', 'IN']",4954500,18754051,tt6543652,"In the 1950s, a music director falls in love with a singer and tries to persuade her to flee communist Poland for France."
Music,1677,Ray,7.4,['US'],40000000,124700000,tt0350258,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s."
Music,499631,Fabrizio De Andr??: Principe libero,7.4,['IT'],0,0,tt7925800,A biopic on the personal and artistic life of Italian songwriter Fabrizio De André.
Music,472424,Gaga: Five Foot Two,7.4,['US'],0,0,tt7291268,This documentary goes behind the scenes with pop provocateur Lady Gaga as she releases a bold new album and prepares for her Super Bowl halftime show.
Music,65218,Lemonade Mouth,7.4,['US'],0,0,tt1648204,"Five high school kids, Olivia, Wendall, Stella, Charlie, and Mo, meet in detention and start a band based on the lemonade vending machine outside the detention room."
Music,37719,A Night at the Opera,7.4,['US'],0,0,tt0026778,A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.
Music,921785,Mixed by Erry,7.4,['IT'],8538750,0,tt16425284,"The rise and fall of the pirate mixtape empire of three brothers from Naples and their ""Mixed by Erry""-trademarked cassettes that brought pop music to 1980s Italian youth."
